Banner,UPC,Northern California,New York,Kansas,Texas
Wegmans,688858216,,18.19,17.49,17.69
Whole Foods,688858216,22.29,19.79,1.99,
Trader Joes,688858216,20.09,,,
Walmart,688858216,,16.96,,16.41
Trader Joes,690069404,,18.59,17.89,18.09
Safeway,690069404,,,18.79,
Wegmans,690069404,,18.99,,18.49
Whole Foods,690069404,23.39,20.69,,
Walmart,690069404,19.93,17.76,,
Safeway,690308756,50.79,,,43.79
Whole Foods,690308756,,47.69,1.99,
Wegmans,690308756,,43.79,41.99,42.49
Trader Joes,690308756,48.29,,,41.59
Walmart,690308756,45.85,40.7,39.14,
Wegmans,690392986,,45.89,,44.49
Walmart,690392986,48.05,42.67,,
Whole Foods,690392986,56.39,49.99,1.99,
Trader Joes,690392986,,,,43.59
Safeway,690392986,,,,45.89
Wegmans,690451660,,22.29,,21.59
Walmart,690451660,23.37,20.75,19.94,
Whole Foods,690451660,27.39,24.29,1.99,23.59
Safeway,690451660,,,21.99,22.29
Trader Joes,690451660,,21.79,,21.19
Trader Joes,692276824,64.29,56.99,54.79,55.29
Safeway,692276824,,,57.59,58.19
Whole Foods,692276824,71.49,63.49,,61.59
Wegmans,692276824,,58.19,,56.49
Walmart,692276824,,54.1,52.0,52.55
Wegmans,694468735,,,,1.59
Trader Joes,694468735,,,,1.59
Safeway,694468735,1.89,,1.59,1.59
Walmart,694468735,,1.54,1.54,
Whole Foods,694468735,1.99,,,1.69
Trader Joes,694669999,,,21.49,21.69
Walmart,694669999,,21.22,,20.67
Whole Foods,694669999,28.09,24.89,1.99,24.19
Safeway,694669999,26.49,,22.59,22.79
Wegmans,694669999,,22.79,,22.19
Whole Foods,695599406,13.99,12.39,1.99,
Trader Joes,695599406,12.59,11.19,,10.79
Safeway,695599406,,,11.29,11.39
Walmart,695599406,,10.67,10.21,10.33
Wegmans,695599406,,11.39,,11.09
Wegmans,696954302,,30.89,,29.99
Whole Foods,696954302,,33.79,1.99,32.79
Walmart,696954302,,28.83,,
Safeway,696954302,,,30.59,30.89
Trader Joes,696954302,34.19,,,29.39
Trader Joes,697589645,,,,26.79
Whole Foods,697589645,34.69,30.69,1.99,29.79
Safeway,697589645,,,27.89,28.19
Wegmans,697589645,,,,27.39
Walmart,697589645,,26.26,,
Trader Joes,698510708,36.09,32.09,,31.09
Whole Foods,698510708,,35.69,1.99,34.59
Safeway,698510708,,,32.39,32.69
Wegmans,698510708,,32.69,31.39,31.79
Walmart,698510708,,30.45,,
Whole Foods,698731992,,52.69,,
Safeway,698731992,,,47.89,48.29
Walmart,698731992,50.76,44.9,43.26,43.63
Wegmans,698731992,,48.29,46.49,46.89
Trader Joes,698731992,,47.39,,45.99
Walmart,698832542,,18.9,,
Whole Foods,698832542,,22.09,1.99,
Trader Joes,698832542,,,,19.29
Safeway,698832542,,,20.09,20.29
Wegmans,698832542,,20.29,,
Walmart,699701113,3.16,2.85,2.77,
Trader Joes,699701113,3.29,,,2.89
Safeway,699701113,,,2.99,2.99
Whole Foods,699701113,,3.29,1.99,3.19
Wegmans,699701113,,2.99,,2.89
Safeway,700041439,,,23.09,23.39
Trader Joes,700041439,25.79,,,22.19
Whole Foods,700041439,,25.49,1.99,
Walmart,700041439,,21.74,20.91,
Wegmans,700041439,,23.39,22.49,22.69
Wegmans,700311165,,42.09,,40.89
Walmart,700311165,,39.22,37.65,38.05
Trader Joes,700311165,,,39.69,40.09
Safeway,700311165,,,41.69,42.09
Whole Foods,700311165,,45.99,1.99,
Whole Foods,700660531,48.89,43.29,1.99,42.09
Trader Joes,700660531,43.89,,37.39,37.79
Walmart,700660531,,36.93,35.5,
Wegmans,700660531,,39.69,,38.59
Safeway,700660531,,,39.29,39.69
Trader Joes,701377201,3.89,3.49,,3.39
Safeway,701377201,,,3.49,3.59
Walmart,701377201,3.82,3.37,,3.24
Wegmans,701377201,,3.59,3.39,3.49
Whole Foods,701377201,4.39,3.89,1.99,
Whole Foods,702065059,63.69,56.49,1.99,54.79
Trader Joes,702065059,,50.69,,49.19
Safeway,702065059,60.09,,51.19,
Wegmans,702065059,,51.79,49.69,
Walmart,702065059,54.23,48.11,46.27,
Whole Foods,702239031,13.19,11.79,1.99,11.39
Walmart,702239031,,10.02,,9.75
Trader Joes,702239031,11.89,,10.19,10.29
Wegmans,702239031,,10.79,10.39,10.49
Safeway,702239031,,,10.69,
Whole Foods,702868026,,,1.99,16.59
Trader Joes,702868026,,,14.79,14.89
Safeway,702868026,18.19,,15.49,15.69
Walmart,702868026,,14.61,,
Wegmans,702868026,,15.69,,15.19
Walmart,704505214,,27.37,,
Safeway,704505214,,,29.09,29.39
Wegmans,704505214,,29.39,28.19,28.49
Trader Joes,704505214,,28.79,,27.89
Whole Foods,704505214,,31.99,1.99,
Safeway,708247357,,,10.79,10.89
Whole Foods,708247357,,11.79,1.99,
Trader Joes,708247357,11.99,10.59,10.19,10.29
Wegmans,708247357,,10.89,10.39,10.49
Walmart,708247357,,10.17,9.7,9.83
Trader Joes,708419030,,,,11.79
Wegmans,708419030,,12.39,11.99,12.09
Safeway,708419030,14.39,,12.29,12.39
Walmart,708419030,,11.66,11.15,11.22
Whole Foods,708419030,,13.59,1.99,13.19
Trader Joes,708930835,,,,16.99
Safeway,708930835,,,17.69,17.89
Whole Foods,708930835,,19.49,1.99,18.89
Walmart,708930835,18.81,16.66,16.02,
Wegmans,708930835,,17.89,,17.39
Walmart,709096794,,36.72,35.22,
Trader Joes,709096794,,38.69,37.19,
Safeway,709096794,45.79,,39.09,39.49
Wegmans,709096794,,39.49,,38.29
Whole Foods,709096794,48.49,42.99,1.99,41.79
Walmart,711957058,,20.76,,
Trader Joes,711957058,24.59,21.79,,21.09
Whole Foods,711957058,27.29,,1.99,23.49
Safeway,711957058,,,21.99,22.19
Wegmans,711957058,,22.19,21.39,21.59
Trader Joes,713032211,,,,8.59
Wegmans,713032211,,8.99,8.59,8.69
Whole Foods,713032211,10.99,9.79,1.99,9.49
Walmart,713032211,,8.47,8.05,8.1
Safeway,713032211,,,8.89,8.99
Wegmans,714138116,,56.79,,55.09
Safeway,714138116,,,56.19,56.79
Whole Foods,714138116,,61.89,1.99,60.09
Walmart,714138116,,52.86,,51.23
Trader Joes,714264288,17.49,,,14.99
Wegmans,714264288,,15.79,,15.39
Walmart,714264288,16.64,14.75,,14.32
Safeway,714264288,,,15.69,15.79
Whole Foods,714264288,,17.19,1.99,16.69
Trader Joes,714768657,30.09,26.69,,25.89
Walmart,714768657,,25.33,24.36,24.63
Safeway,714768657,,,,27.19
Whole Foods,714768657,,29.69,1.99,
Wegmans,714768657,,27.19,,26.39
Walmart,715494692,,56.15,53.97,54.44
Wegmans,715494692,,60.29,,58.59
Whole Foods,715494692,,,1.99,63.89
Safeway,715494692,70.09,,59.69,60.29
Trader Joes,715494692,,,,57.39
Wegmans,716383928,,29.69,,28.79
Whole Foods,716383928,,32.39,1.99,
Walmart,716383928,,27.64,26.55,
Safeway,716383928,,,,29.69
Trader Joes,716383928,32.79,,,
Wegmans,723419379,,43.69,41.99,42.49
Whole Foods,723419379,53.79,47.69,1.99,
Safeway,723419379,50.79,,43.29,43.69
Walmart,723419379,,40.64,,39.56
Trader Joes,723419379,,42.89,,41.59
Whole Foods,723906184,23.49,20.79,1.99,
Trader Joes,723906184,,,,18.19
Walmart,723906184,,17.8,,17.32
Wegmans,723906184,,19.09,,
Safeway,723906184,,,18.89,19.09
Trader Joes,723934665,,,45.39,45.89
Whole Foods,723934665,,52.59,1.99,51.09
Safeway,723934665,,,47.79,48.19
Wegmans,723934665,,48.19,46.29,46.79
Walmart,723934665,50.53,44.82,43.11,
Trader Joes,725772193,,,,8.69
Wegmans,725772193,,9.09,8.79,8.89
Safeway,725772193,,,8.99,9.09
Whole Foods,725772193,,,1.99,9.59
Walmart,725772193,,8.52,8.23,
Whole Foods,726107443,69.09,61.29,1.99,59.49
Walmart,726107443,,52.21,50.25,
Safeway,726107443,,,55.59,56.19
Trader Joes,726107443,,,52.89,
Wegmans,726107443,,,53.99,54.49
Walmart,726593797,18.51,16.44,15.83,15.95
Trader Joes,726593797,19.49,,,
Whole Foods,726593797,,19.29,1.99,
Wegmans,726593797,,17.69,,17.09
Safeway,726593797,20.49,,17.49,17.69
Whole Foods,727229928,,31.29,1.99,
Wegmans,727229928,,28.69,27.59,27.89
Safeway,727229928,,,28.39,
Trader Joes,727229928,31.69,28.19,,27.29
Walmart,727229928,30.14,26.76,25.74,
Walmart,728311671,23.73,21.13,,
Wegmans,728311671,,22.69,21.79,21.99
Trader Joes,728311671,,,21.29,21.59
Whole Foods,728311671,,24.69,1.99,
Safeway,728311671,,,22.39,22.69
Trader Joes,731963540,,53.39,,51.89
Safeway,731963540,,,53.99,54.49
Whole Foods,731963540,,59.49,1.99,
Wegmans,731963540,,54.49,,52.89
Walmart,731963540,,50.7,,
Wegmans,736014357,,10.49,,
Trader Joes,736014357,,10.29,9.89,9.99
Walmart,736014357,,9.87,,
Safeway,736014357,,,10.39,10.49
Whole Foods,736014357,,11.39,1.99,
Trader Joes,736362595,36.99,32.89,31.59,31.89
Wegmans,736362595,,33.49,,32.59
Safeway,736362595,,,33.19,33.49
Walmart,736362595,35.1,31.22,,30.35
Whole Foods,736362595,41.19,36.59,1.99,35.49
Safeway,737000536,9.29,,7.89,7.99
Wegmans,737000536,,7.99,,7.79
Whole Foods,737000536,9.79,8.69,1.99,8.49
Trader Joes,737000536,8.79,,7.49,7.59
Walmart,737000536,,7.4,,
Wegmans,737234743,,52.19,,50.69
Walmart,737234743,,48.54,,47.14
Whole Foods,737234743,64.19,56.89,1.99,55.29
Trader Joes,737234743,,,49.09,49.59
Safeway,737234743,,,51.69,52.19
Wegmans,739054494,,22.99,,22.29
Whole Foods,739054494,28.29,,1.99,24.39
Walmart,739054494,24.11,21.42,20.65,
Safeway,739054494,,,22.79,22.99
Trader Joes,739054494,,,,21.89
Trader Joes,739430945,,,,57.19
Whole Foods,739430945,,,1.99,
Walmart,739430945,,,,54.2
Wegmans,739430945,,60.09,57.79,58.29
Safeway,739430945,,,59.49,60.09
Walmart,740153739,,15.35,14.75,
Trader Joes,740153739,,,,15.59
Whole Foods,740153739,,17.89,1.99,
Wegmans,740153739,,16.39,15.79,15.89
Safeway,740153739,,,16.29,16.39
Safeway,740420827,,,9.29,9.39
Trader Joes,740420827,,,,8.89
Walmart,740420827,,,8.45,8.55
Whole Foods,740420827,11.49,10.19,1.99,9.89
Wegmans,740420827,,9.39,,9.09
Wegmans,742030365,,49.89,,48.39
Walmart,742030365,,46.35,44.56,
Safeway,742030365,57.89,,49.39,49.89
Trader Joes,742030365,55.09,,,47.39
Whole Foods,742030365,61.29,54.39,1.99,
Whole Foods,742726716,,,1.99,45.09
Wegmans,742726716,,42.59,40.99,41.39
Walmart,742726716,44.76,39.63,38.12,
Safeway,742726716,,,42.19,42.59
Trader Joes,742726716,,,40.09,40.49
Whole Foods,743414051,,36.99,1.99,35.89
Safeway,743414051,39.39,,,33.89
Wegmans,743414051,,33.89,,32.89
Walmart,743414051,35.52,31.53,30.31,30.61
Trader Joes,743414051,,,,32.19
Wegmans,744228999,,7.19,6.99,6.99
Trader Joes,744228999,,,6.79,6.89
Walmart,744228999,7.66,6.72,6.57,6.51
Whole Foods,744228999,8.89,7.89,1.99,7.69
Safeway,744228999,,,7.19,7.19
Trader Joes,744486125,,18.89,18.19,18.29
Safeway,744486125,22.39,,19.09,19.29
Wegmans,744486125,,19.29,18.49,18.69
Whole Foods,744486125,23.69,20.99,1.99,
Walmart,744486125,20.2,17.95,,
Whole Foods,744789087,,3.69,1.99,3.59
Safeway,744789087,,,3.29,3.39
Wegmans,744789087,,3.39,,3.29
Walmart,744789087,,,3.05,
Trader Joes,744789087,,,3.19,3.19
Trader Joes,745216676,,,,18.59
Walmart,745216676,,18.26,17.52,17.77
Safeway,745216676,,,19.39,19.59
Whole Foods,745216676,,21.29,1.99,20.69
Wegmans,745216676,,19.59,18.79,18.99
Safeway,745790660,52.89,,45.09,45.59
Wegmans,745790660,,45.59,,44.19
Whole Foods,745790660,55.99,49.69,1.99,
Walmart,745790660,,42.3,40.75,41.16
Trader Joes,746596885,,,,6.19
Wegmans,746596885,,6.49,,6.29
Whole Foods,746596885,7.99,7.09,1.99,
Safeway,746596885,,,6.39,6.49
Whole Foods,746763504,64.79,,1.99,55.79
Wegmans,746763504,,52.69,,51.19
Trader Joes,746763504,,,49.59,50.09
Safeway,746763504,,,52.19,52.69
Walmart,746763504,,49.07,,47.54
Wegmans,748626363,,7.89,7.59,7.69
Walmart,748626363,8.37,7.47,,
Whole Foods,748626363,,8.59,1.99,
Trader Joes,748626363,8.79,7.79,7.49,7.59
Safeway,748626363,9.19,,7.89,7.89
Walmart,749133422,51.8,46.05,44.27,44.65
Wegmans,749133422,,49.49,47.49,47.99
Safeway,749133422,,,48.99,49.49
Trader Joes,749133422,,,46.59,47.09
Whole Foods,749133422,60.79,53.99,1.99,
Wegmans,749696942,,3.79,3.59,3.69
Trader Joes,749696942,,,3.59,3.59
Whole Foods,749696942,4.59,4.09,1.99,3.99
Safeway,749696942,,,3.69,3.79
Walmart,749696942,,,3.47,3.44
Whole Foods,750854309,40.29,,1.99,
Wegmans,750854309,,32.79,,31.79
Safeway,750854309,37.99,,32.39,32.79
Trader Joes,750854309,36.19,,30.79,31.19
Walmart,750854309,,30.4,29.34,29.66
Wegmans,751783597,,59.09,,57.29
Trader Joes,751783597,,,55.59,56.19
Walmart,751783597,,54.97,52.82,53.34
Whole Foods,751783597,72.59,,1.99,
Safeway,751783597,,,58.49,59.09
Wegmans,753436797,,45.69,43.89,44.39
Walmart,753436797,,42.52,40.82,41.27
Trader Joes,753436797,50.49,,,43.49
Whole Foods,753436797,,49.89,1.99,
Safeway,753436797,53.09,,,45.69
Safeway,757501813,,,38.19,38.59
Walmart,757501813,,35.94,34.55,34.84
Trader Joes,757501813,42.59,,,36.69
Whole Foods,757501813,,42.09,1.99,40.89
Wegmans,757501813,,38.59,,37.49
Trader Joes,757630984,,,,25.99
Whole Foods,757630984,33.59,29.79,1.99,
Wegmans,757630984,,27.29,,26.49
Safeway,757630984,,,27.09,27.29
Walmart,757630984,,25.42,24.43,
Wegmans,758967619,,39.99,,38.79
Safeway,758967619,46.49,,,39.99
Trader Joes,758967619,,,,38.09
Whole Foods,758967619,,43.59,1.99,
Walmart,758967619,41.96,37.24,,
Trader Joes,760445497,8.89,,7.59,7.59
Whole Foods,760445497,9.89,8.79,1.99,
Walmart,760445497,,7.52,7.21,
Safeway,760445497,,,7.99,7.99
Whole Foods,762004012,1.99,,,
Trader Joes,762004012,1.79,,,1.59
Wegmans,762004012,,1.59,,1.59
Safeway,762004012,,,1.59,1.59
Walmart,762004012,1.77,1.5,1.52,
Safeway,762710881,53.99,,45.99,46.49
Whole Foods,762710881,57.09,50.69,1.99,
Trader Joes,762710881,,45.49,43.69,44.19
Walmart,762710881,,43.26,,
Wegmans,762710881,,46.49,,45.09
Whole Foods,762977091,,15.19,1.99,
Safeway,762977091,,,13.79,13.99
Trader Joes,762977091,15.39,,,13.29
Wegmans,762977091,,13.99,,13.59
Walmart,762977091,14.6,13.07,12.57,
Whole Foods,763083923,,16.49,1.99,16.09
Trader Joes,763083923,,,14.29,14.39
Wegmans,763083923,,15.19,14.59,14.69
Walmart,763083923,,14.1,13.61,13.72
Safeway,763210027,,,27.09,27.39
Walmart,763210027,,25.43,,
Trader Joes,763210027,,26.79,,
Wegmans,763210027,,27.39,26.29,26.59
Whole Foods,763210027,33.59,,1.99,28.99
Safeway,764458897,,,45.59,45.99
Whole Foods,764458897,56.59,50.19,1.99,
Walmart,764458897,48.22,42.82,41.16,
Trader Joes,764458897,50.79,45.09,43.29,
Wegmans,764458897,,45.99,44.19,44.69
Whole Foods,764530996,37.19,32.99,1.99,31.99
Trader Joes,764530996,,,,28.79
Walmart,764530996,31.73,28.12,,
Safeway,764530996,,,29.99,30.29
Wegmans,764530996,,30.29,29.09,29.39
Safeway,765932940,,,,52.89
Whole Foods,765932940,,57.69,1.99,
Wegmans,765932940,,52.89,50.89,51.39
Walmart,765932940,,49.2,,
Trader Joes,765932940,,51.89,,50.29
Safeway,765958220,19.69,,16.79,16.99
Whole Foods,765958220,20.89,,,17.99
Walmart,765958220,,15.82,15.2,
Wegmans,765958220,,,,16.49
Trader Joes,765958220,18.69,,,16.09
Wegmans,766810433,,18.49,17.79,17.99
Safeway,766810433,,,18.29,18.49
Whole Foods,766810433,22.69,20.19,1.99,
Walmart,766810433,,17.24,,16.76
Trader Joes,766810433,,,,17.59
Walmart,768303991,,,46.31,
Trader Joes,768303991,,50.79,,49.29
Wegmans,768303991,,51.79,49.79,
Safeway,768303991,,,51.29,51.79
Wegmans,768547166,,37.39,,36.29
Whole Foods,768547166,45.99,40.79,1.99,
Safeway,768547166,43.39,,36.99,37.39
Walmart,768547166,,34.82,,33.86
Trader Joes,768547166,,,,35.59
Safeway,768628469,10.79,,9.19,9.29
Whole Foods,768628469,,10.09,1.99,
Trader Joes,768628469,10.19,,,8.79
Walmart,768628469,9.75,8.6,,8.47
Wegmans,768628469,,9.29,8.89,8.99
Walmart,768879663,63.07,55.94,,
Trader Joes,768879663,66.39,,56.59,
Whole Foods,768879663,,65.59,1.99,
Safeway,768879663,69.79,,,60.09
Wegmans,768879663,,60.09,57.79,58.39
Trader Joes,768900012,57.69,,,49.69
Whole Foods,768900012,64.19,56.99,1.99,55.29
Walmart,768900012,,48.63,,47.11
Safeway,768900012,60.69,,,52.29
Wegmans,768900012,,52.29,,50.69
Wegmans,769464973,,39.99,38.39,38.79
Safeway,769464973,,,39.59,39.99
Walmart,769464973,41.95,37.23,35.77,36.15
Trader Joes,769464973,44.19,,37.69,37.99
Whole Foods,769464973,49.19,43.59,1.99,
Whole Foods,770347410,1.99,1.79,1.99,
Safeway,770347410,,,1.59,1.69
Trader Joes,770347410,,,1.59,
Wegmans,770347410,,1.69,1.59,1.59
Walmart,770347410,,1.65,1.55,
Safeway,771066892,38.69,,32.99,33.29
Wegmans,771066892,,33.29,,32.39
Walmart,771066892,,,29.87,
Whole Foods,771066892,40.99,36.39,1.99,
Trader Joes,771066892,,32.69,,31.69
Whole Foods,773828271,70.49,62.49,1.99,60.69
Safeway,773828271,66.59,,56.69,57.29
Walmart,773828271,,53.32,51.24,51.7
Wegmans,773828271,,57.29,,55.59
Trader Joes,773828271,,,,54.49
Whole Foods,774342015,45.29,40.19,1.99,
Trader Joes,774342015,40.69,,34.69,34.99
Safeway,774342015,,,36.49,36.79
Walmart,774342015,,34.21,,33.23
Wegmans,774342015,,36.79,35.39,35.69
Walmart,774949377,28.12,24.91,23.92,24.24
Wegmans,774949377,,26.79,,25.99
Safeway,774949377,,,26.49,26.79
Trader Joes,774949377,,,,25.49
Whole Foods,774949377,32.99,29.19,1.99,28.39
Safeway,778006625,,,53.39,53.99
Walmart,778006625,,50.27,48.22,
Trader Joes,778006625,,52.89,,51.39
Wegmans,778006625,,53.99,51.89,52.39
Whole Foods,778006625,66.39,,,
Trader Joes,778682895,5.19,4.59,,4.49
Wegmans,778682895,,4.69,,4.59
Whole Foods,778682895,,,1.99,4.99
Safeway,778682895,5.49,,4.69,4.69
Walmart,778682895,4.94,4.45,4.24,4.37
Whole Foods,780230660,59.89,53.09,1.99,51.49
Safeway,780230660,,,48.19,48.69
Trader Joes,780230660,,,,46.29
Wegmans,780230660,,48.69,46.79,47.29
Walmart,780230660,,45.37,43.51,
Safeway,783399454,36.59,,31.19,31.59
Wegmans,783399454,,31.59,30.29,30.59
Whole Foods,783399454,,34.39,1.99,33.39
Walmart,783399454,33.17,29.35,28.25,
Trader Joes,783399454,34.79,,,29.99
Safeway,783845705,,,23.49,23.69
Wegmans,783845705,,23.69,,
Whole Foods,783845705,29.19,25.89,1.99,25.09
Walmart,783845705,,,21.26,21.41
Trader Joes,783845705,,,,22.59
Safeway,783899410,,,42.39,42.79
Wegmans,783899410,,,,41.49
Whole Foods,783899410,,46.69,1.99,
Walmart,783899410,,39.84,38.25,38.66
Trader Joes,783899410,47.29,41.89,,40.69
Whole Foods,784408530,,2.49,1.99,2.39
Walmart,784408530,,2.14,2.17,2.12
Safeway,784408530,2.69,,2.29,2.29
Trader Joes,784408530,2.49,,,2.19
Wegmans,784408530,,2.29,,2.19
Whole Foods,785234168,41.39,,1.99,35.69
Trader Joes,785234168,37.19,32.99,31.69,31.99
Walmart,785234168,,,30.17,30.41
Safeway,785234168,,,33.39,33.69
Wegmans,785234168,,33.69,32.39,32.69
Trader Joes,786293238,,,5.59,5.59
Safeway,786293238,,,5.79,5.89
Wegmans,786293238,,5.89,,
Walmart,786293238,6.22,5.5,5.34,5.3
Whole Foods,786293238,7.19,6.39,1.99,6.19
Safeway,789649867,,,48.69,49.19
Walmart,789649867,51.5,,,
Wegmans,789649867,,49.19,47.29,
Whole Foods,789649867,60.49,53.69,1.99,
Trader Joes,789649867,54.29,,,46.79
Safeway,789986401,17.19,,14.69,14.79
Wegmans,789986401,,14.79,,14.39
Whole Foods,789986401,,16.19,1.99,15.69
Walmart,789986401,,13.86,,13.46
Trader Joes,789986401,16.39,14.49,13.99,14.09
Wegmans,790024227,,15.09,14.49,14.59
Safeway,790024227,17.49,,14.89,15.09
Trader Joes,790024227,16.59,14.79,14.19,14.29
Walmart,790024227,,14.05,13.54,13.61
Whole Foods,790024227,,16.39,1.99,15.89
Trader Joes,790066655,4.89,,,
Walmart,790066655,,,4.02,4.06
Safeway,790066655,,,4.39,4.39
Wegmans,790066655,,4.39,4.29,4.29
Whole Foods,790066655,5.39,4.79,1.99,4.69
Whole Foods,790347148,54.29,62.69,1.99,46.69
Walmart,790347148,,41.06,,39.84
Wegmans,790347148,,44.09,42.39,42.89
Trader Joes,790347148,48.79,43.29,,41.99
Safeway,790347148,51.29,,43.69,44.09
Whole Foods,791901779,,50.89,1.99,
Walmart,791901779,48.91,43.4,41.77,
Safeway,791901779,,,46.19,46.69
Wegmans,791901779,,46.69,,45.29
Trader Joes,791901779,51.59,,43.99,44.39
Safeway,793865483,,,17.89,
Walmart,793865483,18.97,16.81,16.16,16.33
Whole Foods,793865483,22.19,19.69,1.99,19.09
Trader Joes,793865483,,17.69,,17.19
Wegmans,793865483,,17.99,,17.49
Wegmans,794251522,,37.79,,36.69
Trader Joes,794251522,,,,35.99
Whole Foods,794251522,,41.19,1.99,
Walmart,794251522,39.6,35.13,,34.15
Safeway,794251522,,,37.39,37.79
Whole Foods,795655973,,60.59,1.99,58.79
Walmart,795655973,58.25,51.67,49.61,
Wegmans,795655973,,55.59,53.39,53.89
Trader Joes,795655973,,54.39,,52.79
Safeway,795655973,,,54.99,
Walmart,795937333,24.25,21.42,,
Wegmans,795937333,,23.09,,22.39
Trader Joes,795937333,,22.59,,21.89
Whole Foods,795937333,28.39,25.19,,24.39
Safeway,795937333,,,22.79,23.09
Safeway,797375865,67.09,,57.19,57.79
Whole Foods,797375865,,63.09,,61.19
Walmart,797375865,60.66,53.73,51.64,
Trader Joes,797375865,,,54.39,54.99
Wegmans,797375865,,57.79,,56.09
Wegmans,798625113,,3.59,3.49,3.49
Walmart,798625113,,3.4,,
Trader Joes,798625113,3.99,3.59,,
Safeway,798625113,,,,3.59
Whole Foods,798625113,,3.89,,3.79
Trader Joes,801329171,,51.39,,49.89
Safeway,801329171,,,51.89,52.39
Whole Foods,801329171,64.39,57.19,,55.49
Wegmans,801329171,,52.39,,50.89
Walmart,801329171,54.92,48.77,46.83,47.34
Whole Foods,802480036,,59.59,1.99,57.79
Wegmans,802480036,,54.59,52.49,52.99
Safeway,802480036,,,54.09,54.59
Trader Joes,802480036,,,51.39,51.99
Walmart,802480036,,,48.86,49.31
Walmart,804094528,44.61,39.66,38.0,38.41
Whole Foods,804094528,,46.39,1.99,45.09
Wegmans,804094528,,42.59,,41.29
Safeway,804094528,,,42.09,42.59
Trader Joes,804094528,46.99,41.69,,40.49
Walmart,805082512,17.11,15.14,14.6,14.7
Safeway,805082512,18.89,,16.09,16.29
Trader Joes,805082512,17.99,,15.29,15.49
Whole Foods,805082512,,,1.99,
Wegmans,805082512,,16.29,,15.79
Trader Joes,808274867,,39.29,37.79,38.19
Walmart,808274867,42.11,37.37,,
Wegmans,808274867,,40.19,38.59,
Safeway,808274867,46.59,,,40.19
Whole Foods,808274867,49.39,43.79,1.99,
Whole Foods,808976577,,29.99,1.99,29.09
Walmart,808976577,,25.55,24.54,
Wegmans,808976577,,27.49,,26.69
Safeway,808976577,31.89,,,27.49
Trader Joes,808976577,30.29,,,26.09
Walmart,810777505,,26.86,,26.02
Trader Joes,810777505,,28.19,27.09,27.39
Wegmans,810777505,,28.79,27.69,27.89
Whole Foods,810777505,,31.39,1.99,
Safeway,810777505,,,28.49,28.79
Wegmans,812183948,,30.39,,29.49
Safeway,812183948,,,30.09,30.39
Trader Joes,812183948,,,28.59,28.89
Whole Foods,812183948,,33.09,1.99,
Walmart,812183948,,28.37,27.16,27.45
Wegmans,812264326,,30.09,28.89,29.19
Trader Joes,812264326,,,28.29,28.59
Walmart,812264326,,28.07,26.91,27.17
Whole Foods,812264326,36.99,32.79,1.99,31.79
Safeway,812264326,34.89,,29.79,30.09
Wegmans,812817987,,22.79,,22.09
Walmart,812817987,,21.26,20.33,
Trader Joes,812817987,,22.29,21.49,21.69
Whole Foods,812817987,,24.79,1.99,
Safeway,812817987,26.39,,22.59,
Wegmans,813117592,,45.39,43.59,44.09
Walmart,813117592,,42.2,40.67,41.05
Whole Foods,813117592,55.79,49.49,1.99,
Trader Joes,813117592,,44.49,,43.19
Safeway,813117592,,,44.99,45.39
Safeway,817162115,22.09,,18.79,18.99
Wegmans,817162115,,18.99,,
Whole Foods,817162115,23.39,20.69,1.99,
Trader Joes,817162115,20.99,,,18.09
Walmart,817162115,,17.72,17.07,17.26
Wegmans,817674221,,47.29,,45.89
Trader Joes,817674221,52.29,46.39,,44.99
Whole Foods,817674221,58.19,,1.99,50.09
Walmart,817674221,,44.07,,
Safeway,817674221,,,46.89,47.29
Whole Foods,818139689,,,1.99,
Safeway,818139689,,,55.99,56.59
Trader Joes,818139689,62.49,,,
Wegmans,818139689,,56.59,,54.89
Walmart,818139689,59.3,52.62,50.52,51.13
Safeway,819121025,,,,20.39
Whole Foods,819121025,25.09,,1.99,21.59
Wegmans,819121025,,20.39,,19.79
Trader Joes,819121025,22.59,,19.29,19.49
Walmart,819121025,,19.04,,18.56
Whole Foods,820540489,64.89,57.59,1.99,55.89
Safeway,820540489,,,52.29,52.79
Walmart,820540489,55.36,49.12,,47.64
Trader Joes,820540489,,51.69,,50.19
Walmart,821096485,,8.53,8.27,
Whole Foods,821096485,,9.89,1.99,9.69
Wegmans,821096485,,9.09,,8.89
Trader Joes,821096485,10.09,8.89,,8.69
Safeway,821096485,,,,9.09
Whole Foods,821504223,,49.59,1.99,48.19
Trader Joes,821504223,,,,43.29
Walmart,821504223,,42.3,40.61,
Safeway,821504223,,,45.09,45.49
Wegmans,821504223,,,,44.19
Whole Foods,822316142,,,1.99,
Safeway,822316142,,,4.09,4.19
Wegmans,822316142,,4.19,,3.99
Trader Joes,822316142,4.59,4.09,,3.99
Walmart,822316142,,,,3.83
Safeway,825958722,11.09,,9.49,9.59
Walmart,825958722,,8.91,,
Wegmans,825958722,,9.59,,
Whole Foods,825958722,11.79,10.49,1.99,10.19
Trader Joes,825958722,,,8.99,9.09
Wegmans,826114350,,20.59,,19.99
Whole Foods,826114350,,22.39,1.99,
Walmart,826114350,,19.15,18.41,18.6
Safeway,826114350,,,20.39,20.59
Trader Joes,826114350,,20.19,,19.59
Trader Joes,826771870,16.39,,,14.19
Safeway,826771870,17.29,,14.69,14.89
